scope	order	key	value	
trim_gui	17	strFrmOptions	Options	
trim_gui	18	strChkColumns	Remove empty columns	
trim_gui	19	strChkNA	Remove NA columns	
trim_gui	20	strChkWord	Add word boundaries	
trim_gui	21	strChkIgnore	Ignore case	
trim_gui	22	strLblReplace	Replace missing values with:	
trim_gui	23	strFrmSave	Save as	
trim_gui	24	strLblSave	Name for result:	
trim_gui	25	strMsgName	A file name must be provided!	
trim_gui	26	strBtnTrim	Trim dataset	
trim_gui	27	strBtnProcessing	Processing...	
trim_gui	28	strMsgTitleError	Error	
